Dataset,Sweep,depth_penalty,feature_penalty_weight,accuracy,f1,balanced_accuracy,depth,nodes,leaves,n_features,best_alpha,best_score
QSARBiodeg,feature_penalty_weight,0.0016445845403801217,0.11857142857142856,0.7602523659305994,0.7506622318228238,0.7021584334668447,3,7,4,3,0.03046722216804869,0.7602523659305994
QSARBiodeg,feature_penalty_weight,0.0016445845403801217,0.1457142857142857,0.7570977917981072,0.7605549152530267,0.7456163773920783,1,3,2,1,0.09875712061948563,0.7570977917981072
QSARBiodeg,feature_penalty_weight,0.0016445845403801217,0.17285714285714288,0.7570977917981072,0.7605549152530267,0.7456163773920783,1,3,2,1,0.09932375332094893,0.7570977917981072
QSARBiodeg,feature_penalty_weight,0.0016445845403801217,0.2,0.7570977917981072,0.7605549152530267,0.7456163773920783,1,3,2,1,0.09747203567710619,0.7570977917981072
SpamBase,depth_penalty,0.0001,0.039638958863878505,0.8928312816799421,0.891707383431119,0.8790926540867243,4,11,6,5,0.011591359738437241,0.8928312816799421
SpamBase,depth_penalty,0.00019306977288832496,0.039638958863878505,0.8928312816799421,0.891707383431119,0.8790926540867243,4,11,6,5,0.011551113437869479,0.8928312816799421
SpamBase,depth_penalty,0.0003727593720314938,0.039638958863878505,0.8928312816799421,0.891707383431119,0.8790926540867243,4,11,6,5,0.011742455672077965,0.8928312816799421
SpamBase,depth_penalty,0.0007196856730011522,0.039638958863878505,0.8819695872556119,0.8813117760621969,0.8714190649378031,3,9,5,4,0.019419443182639204,0.8819695872556119
SpamBase,depth_penalty,0.0013894954943731374,0.039638958863878505,0.8819695872556119,0.8813117760621969,0.8714190649378031,3,9,5,4,0.019328332704676064,0.8819695872556119
SpamBase,depth_penalty,0.0026826957952797246,0.039638958863878505,0.8689355539464156,0.8686940437024953,0.8609881228477054,3,7,4,3,0.03775504743507571,0.8689355539464156
SpamBase,depth_penalty,0.005179474679231213,0.039638958863878505,0.8689355539464156,0.8686940437024953,0.8609881228477054,3,7,4,3,0.03577603220807656,0.8689355539464156
SpamBase,depth_penalty,0.01,0.039638958863878505,0.8479362780593772,0.8440727004313661,0.8230725982149132,2,5,3,2,0.07039269480053953,0.8479362780593772
SpamBase,feature_penalty_weight,0.0016445845403801217,0.01,0.8819695872556119,0.8813117760621969,0.8714190649378031,3,9,5,4,0.019423825237785786,0.8819695872556119
SpamBase,feature_penalty_weight,0.0016445845403801217,0.037142857142857144,0.8819695872556119,0.8813117760621969,0.8714190649378031,3,9,5,4,0.01770746018944931,0.8819695872556119
SpamBase,feature_penalty_weight,0.0016445845403801217,0.06428571428571428,0.8689355539464156,0.8686940437024953,0.8609881228477054,3,7,4,3,0.03682330612284718,0.8689355539464156
SpamBase,feature_penalty_weight,0.0016445845403801217,0.09142857142857143,0.8689355539464156,0.8686940437024953,0.8609881228477054,3,7,4,3,0.037849782415071864,0.8689355539464156
SpamBase,feature_penalty_weight,0.0016445845403801217,0.11857142857142856,0.8689355539464156,0.8686940437024953,0.8609881228477054,3,7,4,3,0.03747622902441272,0.8689355539464156
SpamBase,feature_penalty_weight,0.0016445845403801217,0.1457142857142857,0.8689355539464156,0.8686940437024953,0.8609881228477054,3,7,4,3,0.03485031733230645,0.8689355539464156
SpamBase,feature_penalty_weight,0.0016445845403801217,0.17285714285714288,0.8689355539464156,0.8686940437024953,0.8609881228477054,3,7,4,3,0.03637077162101922,0.8689355539464156
SpamBase,feature_penalty_weight,0.0016445845403801217,0.2,0.8689355539464156,0.8686940437024953,0.8609881228477054,3,7,4,3,0.03539550741348406,0.8689355539464156
